"","ligand","receptor","species"
"5014","Adam9","Itga6","Mouse"
"5015","Adam17","Itga6","Mouse"
"5016","Agrn","Lrp4","Mouse"
"5017","Wnt7a","Lrp4","Mouse"
"5018","Gas6","Tyro3","Mouse"
"5019","a","Atrn","Mouse"
"5020","Pf4","Procr","Mouse"
"5021","Proc","Procr","Mouse"
"5022","Nppb","Npr1","Mouse"
"5023","Nppa","Npr1","Mouse"
"5024","Vegfa","Npr1","Mouse"
"5025","Adam10","Il6ra","Mouse"
"5026","Cd14","Tlr2","Mouse"
"5027","Hmgb1","Tlr2","Mouse"
"5028","Ccn1","Tlr2","Mouse"
"5029","Vcan","Tlr2","Mouse"
"5030","Bgn","Tlr2","Mouse"
"5031","Npy","Npy2r","Mouse"
"5032","Bdnf","Insrr","Mouse"
"5033","Ntf3","Ntrk1","Mouse"
"5034","Bdnf","Ntrk1","Mouse"
"5035","Ntf5","Ntrk1","Mouse"
"5036","Ngf","Ntrk1","Mouse"
"5037","Crp","Fcgr1","Mouse"
"5038","Tfpi","F3","Mouse"
"5039","F7","F3","Mouse"
"5040","Adam10","Tspan5","Mouse"
"5041","Tac1","Tacr3","Mouse"
"5042","Tac2","Tacr3","Mouse"
"5043","Gdf10","Bmpr1b","Mouse"
"5044","Bmp6","Bmpr1b","Mouse"
"5045","Gdf7","Bmpr1b","Mouse"
"5046","Bmp4","Bmpr1b","Mouse"
"5047","Gdf5","Bmpr1b","Mouse"
"5048","Gdf6","Bmpr1b","Mouse"
"5049","Bmp10","Bmpr1b","Mouse"
"5050","Efna5","Epha7","Mouse"
"5051","Efnb1","Epha7","Mouse"
"5052","Apoe","Abca1","Mouse"
"5053","Pltp","Abca1","Mouse"
"5054","Apoa1","Abca1","Mouse"
"5055","Nppb","Npr2","Mouse"
"5056","Nppa","Npr2","Mouse"
"5057","Wnt7a","Reck","Mouse"
"5058","Lep","Leprot","Mouse"
"5059","Grn","Tnfrsf1b","Mouse"
"5060","Adam17","Tnfrsf1b","Mouse"
"5061","Efna5","Epha8","Mouse"
"5062","Ihh","Ptch2","Mouse"
"5063","Tnfsf9","Tnfrsf9","Mouse"
"5064","Cck","Cckar","Mouse"
"5065","Fgf21","Klb","Mouse"
"5066","Fgf15","Klb","Mouse"
"5067","Gnrh1","Gnrhr","Mouse"
"5068","Tgfb2","Tgfbr3","Mouse"
"5069","Inhba","Tgfbr3","Mouse"
"5070","Thbs1","Scarb2","Mouse"
"5071","Bgn","P2rx4","Mouse"
"5072","Mmp14","Flt1","Mouse"
"5073","Vegfa","Flt1","Mouse"
"5074","Trf","Tfr2","Mouse"
"5075","Adam10","Gpnmb","Mouse"
"5076","S100a10","Trpv5","Mouse"
"5077","S100a10","Trpv6","Mouse"
"5078","Tac1","Tacr1","Mouse"
"5079","Tac2","Tacr1","Mouse"
"5080","Vwf","Gp9","Mouse"
"5081","Nrtn","Ret","Mouse"
"5082","Artn","Ret","Mouse"
"5083","Shank3","Ret","Mouse"
"5084","Crp","Olr1","Mouse"
"5085","Apoe","Lrp6","Mouse"
"5086","Wnt8b","Lrp6","Mouse"
"5087","Sostdc1","Lrp6","Mouse"
"5088","Wnt4","Lrp6","Mouse"
"5089","Apob","Lrp6","Mouse"
"5090","Wnt5b","Lrp6","Mouse"
"5091","Dkk4","Lrp6","Mouse"
"5092","Tdgf1","Lrp6","Mouse"
"5093","Pth","Lrp6","Mouse"
"5094","Rspo3","Lrp6","Mouse"
"5095","Wnt5a","Lrp6","Mouse"
"5096","Guca2b","Gucy2c","Mouse"
"5097","Grn","Tnfrsf1a","Mouse"
"5098","Adam17","Tnfrsf1a","Mouse"
"5099","Fadd","Tnfrsf1a","Mouse"
"5100","Izumo1","Cd9","Mouse"
"5101","Adam17","Cd9","Mouse"
"5102","Adam3","Cd9","Mouse"
"5103","Slurp1","Chrna7","Mouse"
"5104","Sema6d","Tyrobp","Mouse"
"5105","Clec4g","Tyrobp","Mouse"
"5106","Tnfsf9","Tmem126a","Mouse"
"5107","Fgf2","Lyve1","Mouse"
"5108","Cck","Cckbr","Mouse"
"5109","Fgf2","Gpc4","Mouse"
"5110","Col18a1","Gpc4","Mouse"
"5111","Lgals3","Il13ra2","Mouse"
"5112","Il15","Il2rg","Mouse"
"5113","Il7","Il2rg","Mouse"
"5114","Tac1","Grpr","Mouse"
"5115","Grp","Grpr","Mouse"
"5116","Avp","Avpr2","Mouse"
"5117","Amelx","Lamp1","Mouse"
"5118","Wnt7b","Adgra2","Mouse"
"5119","Cd14","Tlr3","Mouse"
"5120","Afdn","Nectin1","Mouse"
"5121","Psen1","Nectin1","Mouse"
"5122","Ntn1","Mcam","Mouse"
"5123","C1qtnf5","Mfrp","Mouse"
"5124","Pcsk9","Ldlr","Mouse"
"5125","Apoe","Ldlr","Mouse"
"5126","Apob","Ldlr","Mouse"
"5127","Lipc","Ldlr","Mouse"
"5128","Slpi","Plscr4","Mouse"
"5129","Prnd","Rpsa","Mouse"
"5130","Ptma","Vipr1","Mouse"
"5131","Adcyap1","Vipr1","Mouse"
"5132","Efnb1","Ephb1","Mouse"
"5133","Mst1","Mst1r","Mouse"
"5134","Adam10","Tspan14","Mouse"
"5135","Rspo2","Lgr6","Mouse"
"5136","Rspo3","Lgr6","Mouse"
"5137","Rspo4","Lgr6","Mouse"
"5138","Gdf10","Bmpr1a","Mouse"
"5139","Bmp6","Bmpr1a","Mouse"
"5140","Bmp8a","Bmpr1a","Mouse"
"5141","Gdf7","Bmpr1a","Mouse"
"5142","Bmp4","Bmpr1a","Mouse"
"5143","Gdf6","Bmpr1a","Mouse"
"5144","Amh","Bmpr1a","Mouse"
"5145","Cxcl12","Cmklr1","Mouse"
"5146","Lep","Lepr","Mouse"
"5147","Ntf3","Ntrk3","Mouse"
"5148","Bdnf","Ntrk3","Mouse"
"5149","Ngf","Ntrk3","Mouse"
"5150","Ccl1","Ccr8","Mouse"
"5151","Flt3l","Flt3","Mouse"
"5152","Ccl5","Ccr3","Mouse"
"5153","Ccl26","Ccr3","Mouse"
"5154","Cxcl9","Ccr3","Mouse"
"5155","Ccl28","Ccr3","Mouse"
"5156","Rspo3","Fzd8","Mouse"
"5157","Wnt5a","Fzd8","Mouse"
"5158","Bdnf","Sorcs2","Mouse"
"5159","Ngf","Sorcs2","Mouse"
"5160","Adam10","Tspan10","Mouse"
"5161","Icam1","Muc1","Mouse"
"5162","Il22","Il22ra2","Mouse"
"5163","Gpc3","Cd81","Mouse"
"5164","Adam10","Lrp1","Mouse"
"5165","Vwf","Lrp1","Mouse"
"5166","Ctsd","Lrp1","Mouse"
"5167","Pcsk9","Lrp1","Mouse"
"5168","Apoe","Lrp1","Mouse"
"5169","Hsp90aa1","Lrp1","Mouse"
"5170","Hspa1b","Lrp1","Mouse"
"5171","Thbs1","Lrp1","Mouse"
"5172","Psap","Lrp1","Mouse"
"5173","Cxcl12","Dpp4","Mouse"
"5174","Cxcl9","Dpp4","Mouse"
"5175","Gip","Dpp4","Mouse"
"5176","Cxcl10","Dpp4","Mouse"
"5177","Gcg","Dpp4","Mouse"
"5178","Adcyap1","Dpp4","Mouse"
"5179","Spp1","Itga9","Mouse"
"5180","Adam12","Itga9","Mouse"
"5181","Tnc","Itga9","Mouse"
"5182","Nms","Nmur2","Mouse"
"5183","Cxcl2","Ackr1","Mouse"
"5184","Bsg","Slc16a1","Mouse"
"5185","Cd14","Tlr4","Mouse"
"5186","Hmgb1","Tlr4","Mouse"
"5187","Fga","Tlr4","Mouse"
"5188","Tnc","Tlr4","Mouse"
"5189","Cxcl10","Tlr4","Mouse"
"5190","Sftpd","Tlr4","Mouse"
"5191","S100a9","Tlr4","Mouse"
"5192","S100a1","Tlr4","Mouse"
"5193","S100a8","Tlr4","Mouse"
"5194","Retn","Tlr4","Mouse"
"5195","Npb","Npbwr1","Mouse"
"5196","Npw","Npbwr1","Mouse"
"5197","Bmp4","Hjv","Mouse"
"5198","Bmp6","Hjv","Mouse"
"5199","Uts2b","Uts2r","Mouse"
"5200","Adam10","Tspan15","Mouse"
"5201","Vegfa","Gpc1","Mouse"
"5202","Ihh","Gpc1","Mouse"
"5203","Col18a1","Gpc1","Mouse"
"5204","Rspo2","Lgr4","Mouse"
"5205","Rspo3","Lgr4","Mouse"
"5206","Adcyap1","Ramp3","Mouse"
"5207","Adm2","Ramp3","Mouse"
"5208","Pon2","Htr2a","Mouse"
"5209","Tnfsf12","Tnfrsf25","Mouse"
"5210","Tnfsf15","Tnfrsf25","Mouse"
"5211","Cd14","C3ar1","Mouse"
"5212","Wnt5a","Ror1","Mouse"
"5213","Vwf","Stab2","Mouse"
"5214","Calm1","Trpc5","Mouse"
"5215","Hsp90aa1","Cftr","Mouse"
"5216","Fyn","Spn","Mouse"
"5217","Icam1","Spn","Mouse"
"5218","Bsg","Spn","Mouse"
"5219","Lcn2","Slc22a17","Mouse"
"5220","Wnt7b","Fzd4","Mouse"
"5221","Wnt5a","Fzd4","Mouse"
"5222","Cxcl12","Oprd1","Mouse"
"5223","Gnai2","Oprd1","Mouse"
"5224","Ccl27a","Ackr2","Mouse"
"5225","Ccl21a","Ackr2","Mouse"
"5226","Ccl28","Ackr2","Mouse"
"5227","Efna5","Epha10","Mouse"
"5228","Uts2b","Sstr5","Mouse"
"5229","Sema4c","Plxnb2","Mouse"
"5230","Vwf","Gp5","Mouse"
"5231","Psap","Gpr37","Mouse"
"5232","Ccl20","Cxcr3","Mouse"
"5233","Ccl19","Cxcr3","Mouse"
"5235","Ccl21d","Cxcr3","Mouse"
"5236","Cxcl9","Cxcr3","Mouse"
"5237","Ccl21b","Cxcr3","Mouse"
"5238","Ccl21a","Cxcr3","Mouse"
"5239","Pdcd1lg2","Pdcd2","Mouse"
"5240","Liph","Lpar1","Mouse"
"5241","Gnai2","Mtnr1b","Mouse"
"5242","Rtn4","S1pr2","Mouse"
"5243","Hmgb1","Cxcr4","Mouse"
"5244","Cxcl12","Cxcr4","Mouse"
"5245","Wnt5a","Fzd9","Mouse"
"5246","Apela","Aplnr","Mouse"
"5247","Cd200","Cd200r1","Mouse"
"5248","Lama2","Itga2","Mouse"
"5249","Vwf","Itga2","Mouse"
"5250","Tnc","Itga2","Mouse"
"5251","Col4a3","Itga2","Mouse"
"5252","Col8a1","Itga2","Mouse"
"5253","Adam10","Erbb2","Mouse"
"5254","Btc","Erbb2","Mouse"
"5255","L1cam","Erbb2","Mouse"
"5256","Nrg1","Erbb2","Mouse"
"5257","Gnai2","Cnr1","Mouse"
"5258","Nps","Npsr1","Mouse"
"5259","Prok1","Prokr2","Mouse"
"5260","Vwf","Gp1ba","Mouse"
"5261","Apoe","Sorl1","Mouse"
"5262","Wnt7b","Fzd1","Mouse"
"5263","Wnt5a","Fzd1","Mouse"
"5264","Insl5","Rxfp4","Mouse"
"5265","Prok1","Prokr1","Mouse"
"5266","Rtn4","Lingo1","Mouse"
"5267","Omg","Lingo1","Mouse"
"5268","Vwf","Gp1bb","Mouse"
"5269","Efna5","Epha5","Mouse"
"5270","Hmgb1","Tlr1","Mouse"
"5271","Ghrl","Ghsr","Mouse"
"5272","Gcg","Glp2r","Mouse"
"5273","Adam12","Tgfbr2","Mouse"
"5274","Ccl27b","Ccr10","Mouse"
"5275","Ccl27a","Ccr10","Mouse"
"5276","Ccl28","Ccr10","Mouse"
"5277","Rtn3","Rtn4r","Mouse"
"5278","Omg","Rtn4r","Mouse"
"5279","Rtn4","Rtn4r","Mouse"
"5280","Prlh","Prlhr","Mouse"
"5281","Calm1","Kcnq3","Mouse"
"5282","Prl8a2","Pgr","Mouse"
"5283","Ntn1","Neo1","Mouse"
"5284","Rgmb","Neo1","Mouse"
"5285","Rgma","Neo1","Mouse"
"5286","Cxcl12","Gpr17","Mouse"
"5287","Adcyap1","Adcyap1r1","Mouse"
"5288","Ccl26","Cx3cr1","Mouse"
"5289","Hspg2","Ptprs","Mouse"
"5290","Bsg","Slc16a7","Mouse"
"5291","Efna5","Epha3","Mouse"
"5292","Efna5","Epha6","Mouse"
"5293","Nppb","Npr3","Mouse"
"5294","Nppa","Npr3","Mouse"
"5295","Ostn","Npr3","Mouse"
"5296","Bmp4","Acvr2a","Mouse"
"5297","Lefty2","Acvr2a","Mouse"
"5298","Cthrc1","Fzd5","Mouse"
"5299","Hmgb1","Itgam","Mouse"
"5300","Icam1","Itgam","Mouse"
"5301","Cfh","Itgam","Mouse"
"5302","Hp","Itgam","Mouse"
"5303","Cxcl12","Ackr3","Mouse"
"5304","Col18a1","Itgb5","Mouse"
"5305","Spp1","Itgb5","Mouse"
"5306","Adam9","Itgb5","Mouse"
"5307","Gh","Ghr","Mouse"
"5308","Cxcl12","Agtr1a","Mouse"
"5309","Efna5","Epha1","Mouse"
"5310","Afdn","Nectin2","Mouse"
"5311","Ccl19","Ackr4","Mouse"
"5312","Ntn1","Unc5b","Mouse"
"5313","Col8a1","Itga1","Mouse"
"5314","Ngf","Sorcs3","Mouse"
"5315","Ihh","Hhip","Mouse"
"5316","Vwf","Tnfrsf11b","Mouse"
"5317","Dll4","Notch2","Mouse"
"5318","Dll3","Notch2","Mouse"
"5319","Psen1","Notch2","Mouse"
"5320","Dlk1","Notch2","Mouse"
"5321","Egfl7","Notch2","Mouse"
"5322","Ntf3","Ntrk2","Mouse"
"5323","Apoe","Lrp2","Mouse"
"5324","Selenop","Lrp2","Mouse"
"5325","Tcn2","Lrp2","Mouse"
"5326","Cubn","Lrp2","Mouse"
"5327","Nrg3","Erbb3","Mouse"
"5328","Nrg2","Erbb3","Mouse"
"5329","L1cam","Erbb3","Mouse"
"5330","Fgf3","Fgfr1","Mouse"
"5331","Fgf11","Fgfr1","Mouse"
"5332","Ncam1","Fgfr1","Mouse"
"5333","Fgf14","Fgfr1","Mouse"
"5334","Fgf12","Fgfr1","Mouse"
"5335","Colq","Musk","Mouse"
"5336","Agrn","Musk","Mouse"
"5337","Wnt11","Musk","Mouse"
"5338","Calm1","Scn10a","Mouse"
"5339","Hmgb1","Tlr9","Mouse"
"5340","Apoe","Scarb1","Mouse"
"5341","Ptn","Alk","Mouse"
"5342","Alkal1","Alk","Mouse"
"5343","Gdf2","Alk","Mouse"
"5344","Bmp6","Bmpr2","Mouse"
"5345","Gdf2","Bmpr2","Mouse"
"5346","Dll4","Notch3","Mouse"
"5347","Dll3","Notch3","Mouse"
"5348","Psen1","Notch3","Mouse"
"5349","Dlk1","Notch3","Mouse"
"5350","Egfl7","Notch3","Mouse"
"5351","Thbs2","Notch3","Mouse"
"5352","Fgf3","Fgfr3","Mouse"
"5353","Fgf11","Fgfr3","Mouse"
"5354","Fgf14","Fgfr3","Mouse"
"5355","Hsp90aa1","Fgfr3","Mouse"
"5356","Fgf12","Fgfr3","Mouse"
"5357","Col4a6","Itgb1","Mouse"
"5358","Col4a5","Itgb1","Mouse"
"5359","Fga","Itgb1","Mouse"
"5360","Jam2","Itgb1","Mouse"
"5361","Tnc","Itgb1","Mouse"
"5362","Hspg2","Itgb1","Mouse"
"5363","Col4a3","Itgb1","Mouse"
"5364","L1cam","Itgb1","Mouse"
"5365","Spp1","Itgb1","Mouse"
"5366","Lama2","Itgb1","Mouse"
"5367","Reln","Itgb1","Mouse"
"5368","Lgals3","Itgb1","Mouse"
"5369","Ptn","Ptprz1","Mouse"
"5370","Vegfa","Ptprz1","Mouse"
"5371","Gdf10","Acvr1","Mouse"
"5372","Bmp6","Acvr1","Mouse"
"5373","Gdf2","Acvr1","Mouse"
"5374","Igf2","Insr","Mouse"
"5375","Ptn","Ptprb","Mouse"
"5376","Vegfa","Ptprb","Mouse"
"5377","Gip","Gipr","Mouse"
"5378","Il1rn","Il1rl2","Mouse"
"5379","Ccl20","Ccr6","Mouse"
"5380","Il19","Il20rb","Mouse"
"5381","Il24","Il20rb","Mouse"
"5382","Tnc","Itga7","Mouse"
"5383","Col4a6","Cd93","Mouse"
"5384","Gng13","Kcnj6","Mouse"
"5385","Gng2","Kcnj6","Mouse"
"5386","Gng12","Kcnj6","Mouse"
"5387","Gnb4","Kcnj6","Mouse"
"5388","Camp","P2rx7","Mouse"
"5389","Vwf","Itga2b","Mouse"
"5390","Fga","Itga2b","Mouse"
"5391","Reln","Itga2b","Mouse"
"5392","Rtn4","Cntnap1","Mouse"
"5393","Ccl19","Ccr7","Mouse"
"5395","Ccl21b","Ccr7","Mouse"
"5396","Sftpa1","Sirpa","Mouse"
"5397","Omg","Rtn4rl1","Mouse"
"5398","Ngf","Trpv1","Mouse"
"5399","Il24","Il22ra1","Mouse"
"5400","Ngf","Sort1","Mouse"
"5401","Vwf","Itga4","Mouse"
"5402","Jam2","Itga4","Mouse"
"5403","Spp1","Itga4","Mouse"
"5404","Thpo","Mpl","Mouse"
"5405","Cd200","Cd200r2","Mouse"
"5406","Icosl","Icos","Mouse"
"5407","Agrn","Atp1a3","Mouse"
"5408","Slit2","Robo4","Mouse"
"5409","Cntf","Cntfr","Mouse"
"5410","Hspg2","Col13a1","Mouse"
"5411","Calm1","Oprm1","Mouse"
"5412","Ntn1","Unc5c","Mouse"
"5413","Lgals3","Itgb4","Mouse"
"5414","Apoe","Lrp8","Mouse"
"5415","Selenop","Lrp8","Mouse"
"5416","Reln","Lrp8","Mouse"
"5417","Tctn1","Tmem67","Mouse"
"5418","Nxph1","Nrxn2","Mouse"
"5419","Vegfa","Kdr","Mouse"
"5420","Vegfa","Nrp2","Mouse"
"5421","Wnt11","Fzd7","Mouse"
"5422","Slit2","Robo3","Mouse"
"5423","Sema6b","Plxna4","Mouse"
"5424","Slit2","Robo2","Mouse"
"5425","Ihh","Cdon","Mouse"
"5426","Nrg3","Erbb4","Mouse"
"5427","Nrg4","Erbb4","Mouse"
"5428","Adamts3","Ccbe1","Mouse"
"5429","Bmp6","Acvr2b","Mouse"
"5430","Pdgfd","Pdgfra","Mouse"
"5431","Apoe","Vldlr","Mouse"
